Site Links,shop,offer,movie,product,accessory,top,care,brand,ticket,buy,gift,store,men,item,set,best,order,mobile,watch,shopping,woman,wear,detail,hair,back,sign,sale,shoe,please,bag,card,email,price,kid,beauty,collection,policy,account,day,read,review,shirt,body,valid,india,deal,cart,comment,size,dress,support,show,suit,skin,shipping,eye,bath,baby,coupon,book,privacy,customer,term,return,delivery,kitchen,cashback,fashion,login,right,phone,full,enter,sunglass,user,le,clothing,oil,password,protein,health,girl,cancel,cinema,inr,smart,code,rim,laptop,tool,need,payment,experience,saree,design,air,arrival,furniture,english,booking,latest,instagram,face,category,bank,app,style,jewellery,select,paytm,wallet,explore,close,make,sport,appliance,table,featured,fragrance,visit,quick,bed,chase,exclusive,footwear,menu,toy,lenskart,track,john,look,flat,fitness,vincent,register,number,designer,seller,priced,galaxy,outdoor,office,hindi,cream,copy,purchase,every,condition,eyewear,pvr,color,bar,link,good,kurta,black,created,food,available,camera,storage,eyeglass,jacob,art,essential,discount,short,sketch,love,special,pant,bottom,monitor,star,helpful,city,pack,range,check,pillow,address,work,event,dining,box,samsung,game,eyewearfashion,eyeweardesign,eyewearstyle,eyeweartrends,eyewearshop,lenskarteyewear,igers,instrammers,instadaily,instamood,instafashion,party,great,boy,ShoppingSite
https://www.ulta.com/,37,0,0,1,6,2,19,4,0,2,41,2,4,0,16,7,0,0,0,0,1,0,0,34,1,0,3,0,0,1,1,0,36,1,31,6,2,1,0,0,30,0,17,0,0,0,0,0,10,0,0,0,0,9,1,9,13,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,20,0,0,0,0,1,0,2,0,0,0,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,35,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9,0,19,0,2,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12,13,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://paytmmall.com/,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://fashionandyou.com/,0,0,0,1,2,7,0,11,0,0,3,0,6,0,3,0,0,0,2,1,3,7,1,0,0,2,6,4,0,0,0,0,0,3,0,1,1,2,1,0,0,8,0,0,0,0,2,0,0,7,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,9,0,0,0,1,0,5,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,4,0,0,0,1,0,0,0,4,0,1,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
https://www.1mg.com/,0,0,0,0,0,2,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.wish.com/?&hide_login_modal=true,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.naaptol.com/,3,2,0,10,30,6,10,12,0,2,1,1,14,1,24,8,3,19,12,5,12,10,1,5,2,2,0,8,2,9,0,0,4,11,6,2,1,2,2,11,26,8,5,0,4,2,0,0,0,8,3,0,0,2,1,0,6,4,0,0,1,6,1,1,2,8,0,5,2,2,7,0,0,2,1,10,2,0,2,0,6,0,0,0,0,11,0,0,7,6,1,2,0,9,4,8,1,5,0,0,0,0,2,5,2,2,1,9,0,0,2,0,0,2,5,3,2,0,2,0,1,5,0,0,7,0,14,0,1,0,5,0,13,0,0,0,4,2,2,0,4,0,2,0,0,0,2,0,0,0,3,0,0,5,0,1,0,2,1,8,5,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,10,0,0,3,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,
https://www.ajio.com/,10,0,0,1,7,9,2,15,0,1,1,0,8,5,3,0,1,0,0,0,8,11,0,0,0,2,1,8,2,5,0,0,0,9,0,6,1,0,2,0,0,11,0,0,0,1,0,0,2,10,0,0,1,0,0,0,0,1,1,1,1,2,2,3,0,0,0,5,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,5,0,0,2,0,0,0,0,1,0,4,0,0,1,5,1,0,4,1,0,0,3,0,0,7,0,0,0,0,0,3,12,0,5,0,4,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,6,0,1,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,
https://www.suvideals.ooo/,1,0,0,1,0,0,0,1,0,0,1,1,0,4,2,2,0,0,0,4,1,9,0,0,2,4,2,0,2,0,1,5,0,0,0,0,2,2,0,0,0,0,1,0,0,0,6,0,2,0,0,0,6,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,
https://www.beautyhabit.com/,0,4,0,2,10,0,20,5,0,0,17,0,6,0,10,0,1,0,0,1,2,0,0,14,5,0,3,0,0,2,0,1,0,4,25,4,1,0,0,2,1,0,24,0,0,1,1,0,0,0,0,0,0,6,1,6,10,6,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,0,0,0,0,0,0,8,0,1,0,0,2,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,4,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.openingceremony.com/,11,0,0,0,6,3,0,0,0,0,1,1,5,0,0,0,3,0,0,0,6,0,0,0,1,2,2,6,0,8,1,1,0,2,1,11,2,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.biba.in/,2,4,0,0,0,20,0,3,0,0,0,3,0,0,66,1,4,0,0,5,15,24,22,0,3,1,1,0,0,0,1,0,1,1,0,16,2,4,2,1,0,0,0,0,2,0,6,0,0,17,0,0,59,0,4,1,0,0,0,0,2,3,2,4,3,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,27,0,0,1,0,0,0,0,0,0,3,0,0,1,0,4,0,0,0,4,2,2,4,0,0,3,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,35,0,0,0,1,0,0,0,0,6,0,0,10,0,2,0,20,10,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
https://www.pvrcinemas.com/,0,2,2,0,0,0,0,2,2,0,3,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0,3,0,5,2,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,0,1,0,0,4,1,0,1,5,0,0,0,0,0,4,0,0,1,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,51,0,0,0,0,1,0,44,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,
https://www.thequirkbox.com/,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.horchow.com/,9,1,0,0,7,0,0,17,0,0,7,0,0,0,2,0,3,0,1,3,0,0,0,0,0,0,12,1,1,2,3,1,0,1,0,6,1,2,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,5,1,0,0,2,0,3,0,0,2,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,0,10,10,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,8,9,0,0,2,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,10,0,0,0,13,1,0,0,0,0,1,1,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www8.hp.com/in/en/home.html,0,0,0,7,6,0,4,0,0,1,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://zoutons.com/,0,18,0,0,4,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://orchardmile.com/,60,0,0,3,12,4,2,1,1,0,3,2,0,0,2,2,1,0,1,0,0,1,1,1,9,6,16,6,0,8,0,12,0,14,13,0,1,0,1,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,0,0,3,0,0,0,0,1,0,0,1,2,0,0,0,0,0,3,0,0,0,1,0,1,8,0,0,3,0,0,0,1,0,0,2,0,0,1,24,2,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0,15,0,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,3,0,1,0,1,0,0,1,0,1,1,0,0,0,0,2,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,
https://www.foodora.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.olx.in/,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://needsupply.com/,3,0,0,0,20,8,4,3,0,0,0,0,4,0,0,0,2,0,1,1,4,0,0,3,1,0,0,9,0,11,1,0,0,0,4,0,1,1,0,0,0,2,1,0,0,0,1,0,0,2,1,0,0,0,0,0,3,0,0,2,1,0,1,1,0,5,0,0,0,1,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,9,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,5,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,2,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.urbanladder.com/,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.voylla.com/,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.chrono24.in/,0,1,0,0,1,0,0,1,0,2,0,0,1,0,0,0,0,1,22,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.brookfarmgeneralstore.com/,1,1,0,1,0,0,0,0,0,0,4,4,0,67,0,0,1,0,0,0,0,2,0,0,0,4,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.zomato.com/ncr,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,3,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://ahalife.myshopify.com/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.nike.com/in/,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.pepperfry.com/,2,1,0,25,4,1,0,5,0,2,14,1,0,2,14,0,9,2,0,0,0,0,0,0,0,0,1,5,2,2,7,9,0,5,0,7,2,2,0,0,1,0,0,6,3,1,3,0,4,0,1,0,0,0,0,0,10,2,0,6,1,4,1,2,0,14,1,0,6,0,0,1,8,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,2,1,0,2,0,9,1,0,15,0,0,0,1,0,1,0,1,4,0,0,0,1,0,0,3,0,1,33,1,1,0,1,42,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,3,5,0,0,0,0,4,0,0,0,0,9,2,0,0,0,0,2,0,0,6,0,0,11,0,0,0,0,0,1,0,0,0,0,0,4,0,2,2,3,0,0,1,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
https://www.limeroad.com/,1,0,0,1,0,0,0,1,0,0,1,1,0,4,2,2,0,0,0,4,1,9,0,0,2,4,2,0,2,0,1,5,0,0,0,0,2,2,0,0,0,0,1,0,0,0,6,0,2,0,0,0,6,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,7,1,1,0,1,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,
https://www.grabon.in/movie-tickets-coupons/,1,242,244,1,0,2,0,1,211,46,3,9,0,0,0,14,4,9,8,0,0,0,128,0,6,1,0,0,3,0,41,2,13,0,1,0,1,1,26,1,0,0,0,85,6,20,0,121,0,0,0,65,0,0,0,2,0,0,85,45,1,0,1,1,1,0,100,1,2,6,0,0,0,0,58,1,1,0,0,0,0,0,61,21,0,1,56,0,1,0,5,16,4,0,1,0,0,0,0,50,18,0,0,5,44,13,0,0,6,69,23,0,3,4,1,0,0,2,0,62,1,0,0,1,1,2,0,0,0,1,1,12,0,0,0,3,0,0,0,0,0,0,0,0,61,2,10,0,0,19,0,0,1,4,0,0,0,3,4,0,0,0,0,2,0,21,0,0,3,2,0,0,0,0,0,8,0,1,8,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,
https://www.bewakoof.com/,3,10,0,12,6,2,1,3,0,4,1,3,6,1,0,3,2,1,0,24,3,1,0,0,0,0,1,0,0,5,1,0,5,0,0,2,4,0,12,0,0,15,0,3,7,1,2,0,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,4,6,0,0,16,0,5,1,1,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,6,0,10,0,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,2,0,9,1,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,3,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,5,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,
