content,content
"""FamilyStrokes - Stepdaughter Gets Pounded By Big Daddy,Brunette gets creamed on the face after hardcore fuck,CUM4K Step Bro Pumps Multiple Creampies Into Step Sis,18 Videoz - Linda - The best cock she ever had,DadCrush - Big Ass Teen Gets Fucked Deep By BWC Stepdad,Sexy Roxy In Her Hot Leopard Lingerie threesome fuck,ExxxtraSmall - Sexy Petite Teen Rides A BWC,Abella Danger drains hung dudes dick after muff stuff,Blonde busty beauty hammered by hung teen,TeenyBlack - Fun Sized Ebony Gets Fucked Rough And Hard,Cute randy girlfriends eat out hairy pussies,Romi Rain stuffs her pussy,Tan blonde teen wants the cum all over her pretty face,Lesbian muff stuffing beauties Lacy Lennon and Scarlett Bloom,Teen redhead Veronika Fare makes a sex tape,Horny brunette teen gets an anal fucking,Tit and Strap Play Lesbians,LETSDOEIT -Serbian Princess Burns Her Ass With Anal Sex,LETSDOEIT - Dirty Teacher Wants To Fuck With Lucky Stud,LETSDOEIT - Taboo Sex With MILF Stepmom And Stepsister,AMATEUR EURO - Housewife Gets Good Fuck From Her Lover,VIP SEX VAULT - Petite Babe Gets Ass Fucked In Casting,VIP SEX VAULT - Hot Babe Goes Wild With Dirty Chauffeur,One Cock Isn't Enough For Natasha Nice,Sophia Santi Eats Asa 's Creampied muff,Mason playing with her pussy,Latina Mom Is Still A Freak,MommysGirl MILF-in-Law Caught her Cheating,MOMxxx,Reality Kings,BLACKED,Indian Sex Lounge,Free facials for the horny Brookes!,Carter Cruise pampered in the pussy before wedding,Noelle Easton gets her muff filled by dick,Natasha Starr slams her pussy onto a hard cock,Naughty lesbian lifeguard training put aside for muff,Filthy lesbian play with pussy outdoors,Steamy shower lesbian fun with Jane Wilde and Katana Kombat,Spicy lesbian scissoring action with Kendra Spade and Gia Derza,Ava Addams,August Ames,Angela White,Asa Akira,Brandi Love,Phoenix Marie""",3
"""Hot MMS Of Tamil Actress Bathing,Nice Striptease By Poonam Pandey,Poonam Pandey Stripping In Stadium,Leaked Sex Video Of Telugu Actress,Poonam Pandey Going Topless For Fans,Radhika Apte’s Erotic Sex With Dev,Erotic Scene From Hindi Blue Film,Radhika Apte Sex Scene From Webseries,Sherlyn Chopra Posing Nude For A Shoot,Sexy Telugu Actress Lookalike Porn,Poonam Pandey In Hot Fucking Scene,Sex Scene From A Desi Web Series,Hot Indian Actress Showing Boobs While Wearing Bra,Sexy Tamil Actress Intimate Video Leaked,Hot MMS Of Sexy Indian Actress,Nude Bathing Video Of Hindi Actress Preeti,Desi Actress Sofia’s Nude Scene,Sex Scene By Famous Big Boss Actress,Uncensored Nude Scene From Bollywood Movie,Nude Dance Of Hot Hindi TV Actress,Sex Video Of Actress Malaika Look Alike""",3
"""Coimbatore Randi Posing Naked In Hotel,Hot Pakistani Mujra On Wedding,Traditional Desi Girl Stripping Webcam,Office Secretary Saying Chut Mai Daal,Sexy Paki Randi Says Dhikana Nahi,NRI Biwi’s Chudai With African,Desi Randi Swallowing Cum First Time,Chudai Video Of Bhai And Hot Didi,Damad Banging Saas’ Chut,Erotic Bhabhi Devar Romance Caught	""",3
"""Desi Randi Sucking Penis And Fucked,Didi And Bhai’s Erotic Chudai,Local Randi Banged In Orissa Forest,Indian Randi Showing Hot Big Boobs,Local Randi’s Dehati Sex Clip,Hindi Girls Doing Mujra On Stage,MMS Of Married Desi Randi With Client,Randi Sex In Open Gets Caught,Sexy Nepali Randi Drinking Client’s Cum,Desi Aunty Sapna’s Gandhi Baath	""",3
"""Desi Guy Licking Ass Of Russian Babe,Desi Woman Riding Cock Like Cowgirl,Enjoying Hot Ass Of Married Indian Woman,Sexy Tamil Teen Banged By Servant,Fucking Ass Of Desi College Girl,Spanking And Fucking Hot Ass Of NRI Aunty,Spooning Deeply Hard,Village Bhabhi Showing Hot Ass While Bathing,Indian Wife Showing Hot Butt To Her Hubby,Fucking Ass Of Delhi College Girl In Class""",3
"""Blonde Girl Taking Pics Of Her Hot Ass,Naughty Hands,Indian Aunty Getting Her Butt Banged,Succulent Cameltoe,Arab Girl Shows Off Her Hot Ass,Sex Of Mumbai Girl With Hot Ass,Fucking Ass Of Hot Bangalore College Girl,Sexy Butt Of Desi Housewife While Dressing,Hot Blonde Fucking Ass With Bottle,Desi Woman Spanking Her Own Hot Ass""",3
"""Dream flight with hot naked girls as air hostesses,Kannada bhabhi with big butt banged hard,Hot desi new reader riding dick of a man,Madhavi exposing her sexy ass during sex,Fucking hot ass of a Delhi teen,Enjoying the ass crack of hot sister in law,Ass sex with the hot Bhojpuri woman,Ass fingering a hot Bhojpuri woman,Swathi Naidu masturbating watching a porn,Indian college chick spanking her huge and hot ass,Nadia Ali having a surprise fuck with neighbor,Swathi Naidu changing her clothes in front of the cam,Free nude show of a hot Bhojpuri chick,Slim Girl Anal Fucking porn sex video,Fucking pussy of the sexy bhabhi,Hot viral video of a desi girl stripping in public,Recording sexy ass of a desi girlfriend while sleeping,Hot butt married bhabhi sucking and riding the dick,Horny Lily shaking her big booty for her fans,Horny Lily giving a good naked massage,Nude college girls exposing their butts""",3
"""Desi aunty showing her sexy booty to her lover,Spanking ass of a Pakistani chick during reverse cowgirl ride,Nude Indian aunty showing her big butt to hotel staff,Indian big booty banged by the client in the hotel room,Sexy butt of my hot bhabhi in the bathroom,Admiring the sexy ass cheeks of the desi married woman,Fucking the hot ass of a desi call girl,Desi swinger couple having fun in the bed,Hot bhabhi getting her ass fingered by her devar,Indian aunty having an erotic ass massage,Desi aunty’s ass massage during sex at a hotel,Desi milf exposing hot butt before peeing,Horny college girl gets her cute butt banged,Hot Bhojpuri randi getting banged in a hotel,Horny Lily nicely enjoyed by a white guy,Indian bhabhi horny lily feeling her hot ass,Hot bhabhi showing her sexy butt while having sex,Indian couple having a passionate sex,Hot maid showing her big butt in an apron,Hot Indian girl getting a submissive sex,Indian girl showing her pantyless body""",3
"For a round of movie promotions, Shraddha picked an ,Edeline Lee, jumpsuit to wear. Jewelry from ,Studio Metallurgy, and silver pumps rounded out the look well. Nothing to fault here; she looked good.,
Shraddha Kapoor At ,Chhichhore ,Promotions
,Photo Credit: Viral Bhayani,While at an event last evening, Esha was photographed in a suit by ,Masaba,. Her accessories for the evening included jewelry from ,Silver Streak, and jootis by ,Fleur Fusion,.,I want to like this look, I do. But from the bindi to the jootis, it was all just too match-y for me. And the necklace seemed to have thrown off the proportions a touch too. Bit of a missed opportunity this.,
Esha Gupta At Bhamla Foundation Event
,Photo Credit: Viral Bhayani,Wearing a graphic black and white gown, Amrita attended an event in Mumbai last evening. Sleek hair, minimal jewelry and metallic sandals rounded out her look.,Think she fared well at the event?,
Amrita Rao At Bhamla Foundation Event
,Photo Credit: Viral Bhayani,Vidya attended an event on Saturday wearing a printed black sari by ,Punit Balana, with earrings from ,Sangeeta Boochra,. Love the sari and the earrings. The middle-parted hair though, not so much.,
Vidya Balan
,Photo Credit: Viral Bhayani,Wearing a long kurta with rolled up denims and kolhapuri chappal, Sanya was spotted out and about in the city on Saturday evening. Considering we always see folks either dressed to the nines or in their gym clothes, this casual outfit made for a nice change. I know, I’d wear it. You?,
Sanya Malhotra
,Photo Credit: Viral Bhayani",2
"Promotions for The Zoya Factor saw Ms. Kapoor in an ,Ulyana Sergeenko, dress on Friday and then in a, Good Earth, kurta suit on Saturday. She looked good in both. After the voluminous,Kayek, look, the ,Sergeenko ,sure made for a nice turnaround.,
Sonam Kapoor
,
Sonam Kapoor
, ,(more…),At an event today, Kangana was seen in a blue skirt suit from ,Saint Laurent, paired with her ,Dior ,pumps. Given that color and design of the skirt suit, I feel like she was going for a Jackie O vibe but changed her mind half way. Except, I don’t think this right here works. Without the finishing touches, the skirt suit felt dated.,
Kangana Ranaut
,Photo Credit: Twitter,Wearing different shades and degrees of blue, these ladies were photographed around town. Whose off-duty look do you like most?,
L To R: Sara Ali Khan, Shilpa Shetty, Kriti Sanon, Alia Bhatt And Twinkle Khanna
,
L To R: Sara Ali Khan, Shilpa Shetty, Kriti Sanon, Alia Bhatt And Twinkle Khanna
,Photo Credit: Viral Bhayani,Wearing saris, these lovely ladies filmed an episode for a television reality show recently. While Ms. Rahman picked a sari by ,Gaurang, to wear, it was a ,Manish Malhotra, for Ms. Parekh. Like what you see?,
Waheeda Rahman And Asha Parekh On ,Superstar Singer, Sets
,Photo Credit: Viral Bhayani,Shilpa helped launch the Fit India movement initiative and was seen at the event in a striped pink ,Raw Mango ,sari and cobalt blue blouse. She looked lovely.,
Shilpa Shetty
,Photo Credit: Twitter",2
"Twinkle was spotted recently wearing statement belts first in a ,Loewe ,obi belt worn over a black top and denims and then in a ,Valentino ,one worn over a jumpsuit.,Between the two, she fared much better in the jumpsuit outing. As for the separates one, she should’ve skipped the belt altogether there.,
Twinkle Khanna
,Photo Credit: Viral Bhayani,At the trailer launch of Prasthanam, Amyra was seen in a pink gown by ,Shantanu and Nikhil ,paired with silver earrings and cuff from ,Apala,. ,Hair worn in a ponytail or an updo would’ve worked better here. What say you?,
Amyra Dastur
,Photo Credit: Viral Bhayani,At a jewellery event on Thursday, Karisma was seen in a strapless Pankaj & Nidhi gown. The gown itself sure was striking but it also felt a bit much for the day event.,
Karisma Kapoor
,Photo Credit: Viral Bhayani,At the trailer launch of The Zoya Factor, leading lady Sonam was seen in a custom, Georges Hobeika, gown paired with earrings from ,Misho, and gold pumps from ,Arcosanti,. I may not like the scarf sleeve design but overall, I like that she showed restrain here. This was a relatively simple outing on her part. And I say that because right after this event she dialed it up in a look from ,Dice Kayek,. Way way up. See inside.,
Sonam Kapoor
,  ,(more…),Wearing a ,Ziad Germanos, leather gown, Kareena filmed an eoisode of her television show recently. Tousled hair and ,Truffle Collection, sandals rounded out the actor’s look.,The gown works for the ott world of reality television. Off the set though, not a fan of it; the green sash didn’t quite look like it belonged on the dress. My feelings about the dress aside, can’t fault Kareena’s appearance; she made every bit of that dress work for her. And the hair and make-up was on point too!,
Kareena Kapoor Khan On ,Dance India Dance, Sets
,
Kareena Kapoor Khan On ,Dance India Dance, Sets
,Photo Credit: Viral Bhayani",2
"Karisma visited Sonam’s house for dinner on Wednesday night and was seen wearing a dress from ,The Kooples, with her ,Saint Laurent, Du Jour bag and white sneakers.,Shop the dress on sale ,here,.,
Karisma Kapoor
,Photo Credit: Viral Bhayani,As she made her way to a popular Mumbai restaurant, Kangana was photographed in a ,Zimmermann, dress. Her accessories for the evening included ,Jimmy Choo, sandals and a ,Chloé, bag. She made her off-duty look work.,Shop the, Chloé, bag ,here,.,P.S: This dress sure is popular! Go ,here, to see who else has been spotted in it.,
Kangana Ranaut
,
Kangana Ranaut
,Photo Credit: Viral Bhayani,Wearing striped separates, Shilpa made her way in to the local airport recently. Her accessories included nude peep-toe pumps and a monogrammed, Dior, tote. Not a fan of the cami she picked (very Nineties) but it was a minor gripe; she made the separates work for her!,
Shilpa Shetty
,Photo Credit: Viral Bhayani,While in Mumbai for a screening of her latest movie, Regina was photographed in an ,Aapro, trench, one that she teamed with denims and strappy white sandals. Striking lip color and a roomy ,Chanel, tote rounded out her look. She wore the separates well.,
Regina Cassandra
,Photo Credit: Viral Bhayani,While at a movie screening recently, Vidya was photographed in a ,Krupa Kapadia, sari. With flowers in her hair, she rounded out the look with jewelry from ,Amrapali,. We’ve said this before, the wide, scoop-neck blouse that she favors isn’t a favorite of ours. That aside, Vidya did look nice at the event.,
Vidya Balan
,Photo Credit: Viral Bhayani",2
"Rani dropped by a birthday party on Monday wearing her floral print pants again, this time with a cutout sleeve top and ,Dior ,pumps. You’ll remember seeing her wear the pants with a lace top and ,Dolce & Gabbana, pumps ,last year,.,We sure like seeing stars wear pieces from their wardrobe again and again.,
Rani Mukerji,
Left, Center: At Misha Kapoor Party, 2019,
Right: At Sonam Kapoor’s Mehendi, 2018
,Photo Credit: Viral Bhayani,At a curtain raiser in Hyderabad, Regina was seen in an icy blue kurta suit by Ekaya. Not much to fault here. She looked lovely!,
Regina Cassandra
,Photo Credit: Ragalahari.com,Wearing a Satya Paul sari, Vidya helped unveil a book today in Mumbai. I don’t mind a belt on a sari but only when it is needed, like when you are wearing a long top and have to define the waist. In her case, considering the short blouse, I don’t think it was needed.,Having said that though, I still thought she looked nice here.,
Vidya Balan
,
Vidya Balan
,Photo Credit: Viral Bhayani,Wearing a ,Neetu Rohra, sari, Raveena filmed an episode of a reality television show. Jewelry from ,House of Shikha, and sandals from ,Eridani, were among her accessories for the occasion. She wears her look well but the sari itself, we aren’t the biggest champions of. Ruffle-trimmed saris sometimes work, this unfortunately didn’t, especially when paired with the blouse.,
Raveena Tandon On ,Nach Baliye, Sets
,Photo Credit: Viral Bhayani,As she was out and about in Mumbai, Janhvi was photographed in two different printed outfits. Which of her two off-duty looks do you like her more in, the dress or the suit?,
Janhvi Kapoor
,Photo Credit: Viral Bhayani",2
"Wearing matching blue separates with white tees, shades, gold-toned necklaces, roomy black totes and trusty sneakers, both Sonam and Malaika were photographed at Mumbai airport. Similar as it sounds, the look they chose was decidedly different from the other. Now, whose look do you find yourself liking more? Sonam has my vote!,
Sonam Kapoor (Left) And Malaika Arora Photographed At The Airport
,
Sonam Kapoor (Left) And Malaika Arora Photographed At The Airport
,Photo Credit: Viral Bhayani,While at Fashion Week, Genelia was photographed in a sari-dress by Pasha India. With her hair pulled back in to a ponytail, she rounded out the look with white sneakers. Like what you see?,
Genelia Deshmukh At Fashion Week
,Photo Credit: Viral Bhayani,As she was out and about in Mumbai, Sara was photographed in matching striped separates that she teamed with white thong sandals. Nothing to fault here; her off-duty look works.,
Sara Ali Khan
,Photo Credit: Viral Bhayani,Shraddha, who has been busy promoting her two upcoming movies was photographed at the airport recently, going off-duty in separates. She made both looks work for her!,
Shraddha Kapoor Photographed At The Airport
,Photo Credit: Viral Bhayani,Wearing a ,Gauri and Nainika ,gown, Sophie sat front-row at the designer duo’s show at LFW. Skipping jewelry, she rounded out the look with a sleek low ponytail, pink lip color, a ,Jimmy Choo, clutch and pair of clear slingbacks. Though she wears it well, ,still not sold, on the dress; we just weren’t fans of it.,
Sophie Choudry IAt Lakme Fashion Week
,Photo Credit: Viral Bhayani",2
"Alia caught a screening of a movie on Sunday evening and was seen wearing a Lovebirds dress with her Neous sandals. She looked good with the top knot.,
Alia Bhatt
,Photo Credit: Viral Bhayani,Sophie took in the Rohit and Rahul show wearing a mini by the designer duo with ,Louboutin, sandals. I feel like a cape jacket or boyfriend blazer was needed as well to tie in the dress and sandal together. What say you?,
Sophie Choudry
,Photo Credit: Viral Bhayani,Vidya was spotted today wearing printed ,Ritu Kumar, separates with silver jewellery from Sangeeta Boochra. Promotions for Mission Mangal in the past weeks also saw her in non-sari looks out of which, the yellow ,Rohit Gandhi and Rahul Khanna ,was an instant favorite.,Which is yours?,
Vidya Balan at Interviews,
In Rohit Gandhi Rahul Khanna, Zara & AM:PM, and in Lajoo C,Photo Credit: Viral Bhayani,At promotions for her next movie, Shraddha was seen in a floral Black Halo dress paired with ankle-strap sandals. Considering she had just worn a Dolce & Gabbana dress, also with ankle-strap sandals, I was surprised to see another floral look so quickly but then realized, this was a different movie that she was promoting and with it also was a different stylist.,Either ways, which of the two yellow floral looks did you like more?,
Shraddha Kapoor,
Left: at ,Chicchore ,Promotions,
Right: at ,Saaho ,Promotions
,
,Photo Credit: Viral Bhayani,Mira took in Kunal Rawal’s show wearing a custom shorts suit by the designer paired with Louboutin pumps and a black box clutch. The key to nailing this look was getting the fit right and thankfully it was. She looked good.,
Mira Rajput Kapoor
,Photo Credit: Viral Bhayani",2
"Latest round of movie promotions had Shraddha wearing ,Danielle Guizio,. With her hair in a top knot, she rounded out the look with dramatic eye make-up and a pair of clear slides. She wore the look well.,P.S: Click on the image to enlarge.,
Shraddha Kapoor At ,Chhichhore ,Promotions
,Photo Credit: Viral Bhayani,Wearing a ,Tarun Tahiliani, sari, Janhvi attended a book launch in the capital. Her accessories for the occasion included earrings by ,Jewel Saga,. She made the look work for her.,
Janhvi Kapoor At A Book Launch
,Photo Credit: Viral Bhayani,Chitrangda attended the inauguration of an exhibition wearing a floral anarkali from ,Mrunalini Rao., The anarkali sure was cheery but the makeup felt so heavy for the day event. ,Anyone else think she should’ve skipped the heavy blush here?,
Chitrangda Singh
,Photo Credit: Viral Bhayani,Kajol helped inaugurate an exhibition this week where she was seen in a sheer green sari by ,Anita Dongre,. I know the white blouse was supposed to match with the threadwork on the sari but I find the contrast too jarring. Maybe the same green color as the sari might have felt less so?,What do you think?,
Kajol
,Photo Credit: Viral Bhayani,Wearing matching set of separates by, Antar-Agni,, the Deshmukhs lent their support to the designer at his showing during LFW. White sneakers rounded out their easy, fuss-free look. They did good!,
Riteish And Genelia Deshmukh At Fashion Week
,
Riteish And Genelia Deshmukh At Fashion Week
,Photo Credit: Viral Bhayani",2
"Wearing a ,Manish Malhotra, jumpsuit, Amrita sat front row at the designer’s presentation during fashion week. Though Amrita is doing her best to serve us this look, that jumpsuit is riddled with problems. Let’s just say we weren’t fans of it.,
Amrita Arora At Fashion Week
,
Amrita Arora At Fashion Week
,Photo Credit: Viral Bhayani,Both Kubbra and Priyanka took in shows at the ongoing fashion week with the former in an ,Antar-Agni, dress and the latter, an ,Urvashi Kaur, number. Whose look do you find yourself drawn to more?,
Kubbra Sait (Left) And Priyanka Bose At Fashion Week
,Photo Credit: Viral Bhayani,Wearing sparkly minis, both Pooja and Kanika attended a post-show party at designer Manish Malhotra’s home. If we had to choose, Kanika would have our vote in this match-up. Neither were we big on the dress, nor were we fans of those boots that Pooja picked to wear!,
Pooja Hegde (Left) And Kanika Kapoor
,Photo Credit: Viral Bhayani,The cast of Andha Dhun celebrated their National Award win on Wednesday evening and at the event Tabu was seen in a beaded draped gown.,Can we agree this was a case of ,when bad clothes happen to good people,?,
Tabu
,Photo Credit: Viral Bhayani,Kareena taped for Dance India Dance on Thursday wearing a ,Nupur Kanoi, draped dress with ankle-strap sandals and hoops. Not much to fault. She looked good.,
Dia Mirza
,Photo Credit: Viral Bhayani",2
"Dia attended a party on Wednesday evening wearing a striped dress by Sameer Madan with ankle-strap sandals and a shoulder bag. I don’t care for the dress itself but she looked nice.,
Dia Mirza
,Photo Credit: Viral Bhayani,Rakul attended a party on Wednesday evening wearing a blue dress by ,Deme,. The design of the dress itself was terrible and the visible nipple covers and creases didn’t help its case.,We didn’t care for the dress one bit. Did you?,
Rakul Preet
,Photo Credit: Viral Bhayani,Wearing a gota suit, Kangana was photographed as she was exiting the airport. Her accessories included a ,Prada, bag and pair of ,Needledust, jootis. The suit itself she wears well but the make-up seemed a touch off, don’t you think?,
Kangana Ranaut
,Photo Credit: Viral Bhayani,For her appearance at a recent awards event, Raveena picked an outfit by ,Bhumika Sharma ,to wear. With her hair in a braided updo, she rounded out the look with a bindi and jewelry by ,Firdaus, and ,Silver Streak,. She looked nice!,
Raveena Tandon
,Photo Credit: Viral Bhayani,Wearing ,Manish Malhotra,, Sophie attended the designer’s showing at LFW. For the after-party at his house later, Sophie changed in to a, Fendi, tee and black pants, teaming the separates with a, Dior, bag and strappy black heels.,Though we don’t find ourselves gravitating to either look, there’s no denying she made the separates work for her.,
Sophie Choudry,
Left: At Lakme Fashion Week 2019,
Right: At Manish Malhotra’s House Party
,Photo Credit: Viral Bhayani",2
"Shahrukh Khan may have gone a little off-track in the more recent years when it comes to the box-office success of his films, but his decades of contribution to the industry is still as powerful as it was a decade ago. ,A perfect mixture of class and old-school charm, SRK is evergreen! Here are 16 reminders about why he remains the unabashed Badshah of the Hindi Film Industry. In no particular order, here are 16 of his best films.,After Anjaam, SRK played a romantic hero in a series of movies, DDLJ, DTPH, and KKHH, and all his movies were a BIG success at the box-office and in return he earned the tag of ,“The King of Romance”.,“The King of Romance”.,List of All Time Best Shah Rukh Khan Movies,Shahrukh started his career with movie ,Deewana (1992), and portrayed the role of a crazy lover who fell in love with a young widow. Shahrukh hit every girl’s heart with that role. ,Deewana (1992),The way SRK portrays a lover is unbeatable, he even tried his hand in negative roles in ,Darr (1993), Baazigar (1993), and ,Anjaam (1994),, his acting skills were evident. Critics loved his work and so did his fans, even after negative roles SRK managed a Big number of female fan following. ,Darr (1993), Baazigar (1993),Anjaam (1994),Best Movies of Shahrukh Khan,Dil se… (1998),When Maniratnam ever made a Hindi film, the audience awaited with heavy sighs. He made Dil Se… with SRK, who was just recovering from the international success of Kuch Kuch Hota Hai. ,Playing a journalist named Amar in the film that falls in love with a mysterious woman; SRK won all hearts with his amazing performance. And what kind of Bollywood lover can ever forget Chaiyya Chaiyya on the train roof, where SRK dances off with Malaika Arora Khan.,Baazigar (1993) ,Not many Bollywood heroes in the 90s had the guts to risk their career by playing a cold blooded killer. SRK did that in Baazigar and swept everybody off their feet. ,In order to exact revenge from the killer of his father, he uses his charm to make one of his daughters fall in love with him and then he kills her. If you have not seen this performance of SRK yet, you are criminally unaware of the talent he possesses. Baazigar is one of the ,Best Bollywood Thriller Movies,.,Best Bollywood Thriller Movies,Darr (1993),Once again, Shahrukh did what no other mainstream Bollywood actor could have done, playing a negative role, this time as a psycho. He plays Rahul, who is madly in love with Kiran who doesn’t love him back. He goes berserk when she gets married to another man. ,Darr was directed by Yash Chopra and was and is still known as one of the best performances by SRK. Just a reminder though, the famous shot of SRK carving a Kiran on his chest with a knife is in this film.,Dilwale Dulhaniya Le Jayenge (1995),This is probably the most typical Indian family entertainer that the Bollywood is best known for. Directed by Yash Chopra’s older son Aditya Chopra, the film broke all box office records in its time. ,SRK played Raj Malhotra in the film, a charming young man from London who falls in love with a desi kudi and comes back to India to claim his love. A huge box office and critical success it was. Classic Bollywood!,Kuch Kuch Hota Hai (1998),It was the actually mid to late 1990s that established SRK as the biggest star of the Hindi film industry and he enjoys the status until now. Like DDLJ, Kuch Kuch Hota Hai also broke many records and became a cult classic film. ,Shahrukh was at his very charming best in the film which was a young love triangle for ages. Karan Johar could not have asked for a better career beginning.,Best Shahrukh Khan Films after 2000,Veer- Zaara (2004),The last directorial venture of the great filmmaker Yash Chopra, Veer-Zaara was a love story that trumped the borders between the arch-enemies India and Pakistan. ,SRK plays Veer, an Indian army pilot who gets stuck in a Pakistani prison and is imprisoned for life, on the charges of spying. His Pakistani lover, Zaara, meanwhile presumes him dead and devotes her entire life to his native village in Punjab. The film had SRK doing everything he is best known for, romance, singing, dancing and being awesome at what he does.,Chak De India! (2007) ,Many people questioned SRK’s acting skills owing to him playing much similar kind of roles again and again. But with Chak De, SRK proved all his naysayers wrong. ,He played the role of the Indian women’s hockey team coach Kabir Singh, who leads his team to a world cup victory. Probably one of the greatest Hindi mainstream films of the decade, Chak De India was a treat to watch, it still is!,Paheli (2005),Directed by the popular veteran actor Amol Palekar, Paheli was one of those films that look like a parallel film from a distance but it couldn’t be any more commercial in its treatment. ,The film told the story of a ghost who falls in love with a woman and takes the shape of her husband and makes love with her. This is probably one of the most underrated SRK films to date. The film proves that when SRK experiments, he is the only one who fills anything with absolute grace and charm.,Swades (2004),Rejected by many big stars, Swades starred Shahrukh Khan as Mohan Bhargav, a NASA scientist who comes back to India to bring his old granny back to the USA.,But something stirs his soul when he gets to see the real India and how his life is worthless if he doesn’t do anything for the people, his people. Still not convinced that it is probably one of the best SRK performances, then trust us, IT IS one of the best performances ever given by SRK.,My Name is Khan (2010),Shahrukh Khan and Karan Johar when comes together, it is usually either a love story or a family drama. But this film broke all the barriers and notions about them as a team. ,While Karan Johar directed probably the best film of his career, SRK gave a memorable performance as an autistic man named Rizvan Khan, who sets out to meet the President of the United States of America to tell him that ‘his name is Khan and he is not a terrorist’.,Kal Ho Na Ho (2003),Although Karan Johar did not direct this film, it has a stamp of KJO movies all over it. Starring SRK as Aman, a dying man who falls in love with a girl, but helps another dude winning her over, the film was an accomplishment in human emotions. ,It was however not so subtle but had too many artistic merits that made the film a critics’ darling as well as a successful box office draw.,Asoka (2001),Directed meticulously well by ace cinematographer Santosh Sivan, Asoka was huge box office and critical debacle, due to the reasons well over our heads. ,Also Read: ,Best Bollywood Movies about Indian History,Also Read: ,Best Bollywood Movies about Indian History,Watch the film for some breathtaking cinematography, brilliant direction and music and last but not the least, a thrilling performance by SRK as the emperor Asoka. Like many of the historical films, the film did not only dig the good side of the emperor but went into darker territories of the nature of the great king. Imagine SRK as an evil ruler. Goosebumps!,Don (2006),Farhan Akhtar was extra careful when he decided to remake Don, starring Amitabh Bachchan about two decades ago. For one, he signed Bollywood’s king SRK to play the lead role and second, he changed some parts of the story to make it more interesting to the modern day audience. ,The sleek and stylish thriller film was a box office and critical success and also made waves internationally, making it one of the first actual international Indian films.,Also Read: ,Movies remade in Multiple Languages,Also Read: ,Movies remade in Multiple Languages,Devdas (2002),SRK plays the titular role in the film which has been remade many times by the Indian filmmakers. Hence, it was a risky big budgeted project from the very beginning. ,But Srk and Sanjay Leela Bhansali somehow joined hands to make sure that it remains a different and more stylish film than other adaptations. As a result, the film turned out to be a massive box office and critical success and is known as one of the highest grossing films of SRK’s career.,Chennai Express (2013),Rohit Shetty has always been one of the most successful Bollywood directors and him combined with the all time Superstar of Bollywood, King Khan, it was a recipe for sure shot success and it was. ,SRK plays the role of a charming man who gets stuck down South with the love of his life. He has to cross many barriers to getting her in his arms. The film was the perfect dose of laughter, action, romance, and drama and combined with some great music, the film was one of the biggest hits of the year.,Zero (2018) ,Many eyes will be rolled seeing this film in the list. But we can’t help the haters enough. SRK plays Bauua Singh in the film, a dwarf who has dreams bigger than his height. He sets out on a journey to claim the love of a film star, breaking heart of the woman he loves in the process. ,The film was directed by Anand L. Rai, one of the best we have and the classic combination has yielded a cult hit, which was probably released way ahead of its time.,Your Turn!,Your Turn!,We may missed your favorite film of Shahrukh Khan in the list, do mention your list of Best Hindi Movies of Shahrukh Khan in the comments.,

     ,

          ,

               ,

                ,

               ,

               , ,
,
",2
